x,y,depth
644,317,498
644,317,498
644,317,498
644,317,498
644,317,498
644,318,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,498
644,317,498
644,317,499
644,317,499
644,317,499
644,316,499
644,317,499
643,317,499
644,317,499
644,315,499
644,317,498
644,317,499
644,317,498
644,317,500
644,318,499
643,317,499
644,317,499
644,317,499
644,317,499
644,317,500
644,317,499
644,318,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,315,499
644,317,499
644,317,500
643,317,499
643,317,499
644,317,499
644,317,499
644,316,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
645,315,498
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,316,499
644,317,499
644,317,499
644,316,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
643,317,499
644,317,499
644,317,499
644,317,499
643,317,499
644,315,499
644,317,499
644,317,499
644,317,499
644,315,499
644,317,499
644,317,499
644,317,499
644,316,499
644,317,499
644,315,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,316,499
643,316,499
643,316,499
644,317,499
643,317,499
644,317,499
643,317,499
644,317,499
644,316,499
644,317,499
644,317,499
644,317,499
643,317,499
644,317,499
644,317,499
644,316,499
644,317,499
644,315,499
644,317,499
644,317,499
644,317,499
644,317,499
643,318,499
644,317,499
643,317,499
643,317,499
644,317,500
644,317,499
643,315,499
644,317,499
644,316,499
644,317,499
643,317,499
644,316,500
644,317,499
644,317,499
644,317,500
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
643,316,499
644,317,499
644,317,499
643,317,499
644,315,499
643,317,499
644,317,500
644,317,499
644,317,499
644,317,499
644,316,499
644,316,499
643,318,499
644,317,499
644,317,499
644,317,499
644,317,499
643,317,499
643,317,499
644,317,499
643,316,499
643,317,499
644,316,498
644,317,499
644,317,499
644,317,499
643,317,499
644,317,499
644,317,499
643,317,499
644,318,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,498
644,317,499
644,315,499
644,317,498
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
644,317,499
643,318,499
644,317,499
644,317,499
644,317,499
644,317,499
643,317,499
644,317,499
644,317,500
644,316,499
644,316,499
643,317,499
644,317,499
644,317,499
644,317,499
644,317,499
