x,y,depth
723,387,482
722,387,482
723,387,483
722,387,483
722,388,483
723,388,483
723,388,483
722,389,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,387,483
722,388,483
723,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,483
722,389,483
722,388,484
722,388,483
722,388,483
722,388,484
722,388,484
722,389,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,389,483
722,388,483
722,388,483
723,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,387,484
722,387,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,483
722,388,484
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,484
722,389,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,387,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,483
722,389,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,483
722,387,484
722,388,484
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,484
722,388,484
722,388,484
722,388,483
722,388,483
722,388,484
722,388,484
722,388,483
722,388,484
722,388,484
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,484
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
723,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,387,483
722,387,484
722,388,484
722,388,484
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
723,388,483
722,388,483
722,388,484
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,388,483
722,387,483
722,388,484
722,388,484
722,388,483
722,388,483
722,388,483
722,388,484
722,388,483
722,388,483
