x,y,depth
1144,170,520
1144,170,520
1144,170,520
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,520
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,169,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1143,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,520
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,522
1144,170,521
1143,169,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,522
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,522
1144,170,522
1144,170,521
1144,169,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,520
1144,170,521
1144,170,521
1144,170,521
1144,170,520
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,169,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,521
1144,170,520
1145,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,521
1144,170,522
1144,170,521
1144,170,522
1144,170,521
1144,170,521
